Day,Time,Event,len(Queue)
1,8:43,Car 388 starts traveling,NA
1,8:43,Car 230 departs at charger 10,1
1,8:43,Car 167 departs at charger 27,1
1,8:43,Car 230 finish traveling,NA
1,8:44,Car 10 arrives at charger 79,1
1,8:44,Car 111 starts traveling,NA
1,8:44,Car 291 finish traveling,NA
1,8:44,Car 308 starts traveling,NA
1,8:44,Car 314 starts traveling,NA
1,8:44,Car 343 finish traveling,NA
1,8:44,Car 361 starts traveling,NA
1,8:44,Car 62 departs at charger 12,1
1,8:44,Car 144 departs at charger 32,1
1,8:44,Car 62 finish traveling,NA
1,8:45,Car 213 starts traveling,NA
1,8:45,Car 269 finish traveling,NA
1,8:45,Car 368 finish traveling,NA
1,8:45,Car 135 departs at charger 5,1
1,8:45,Car 15 departs at charger 30,1
1,8:46,Car 131 starts traveling,NA
1,8:46,Car 144 finish traveling,NA
1,8:46,Car 167 finish traveling,NA
1,8:46,Car 277 finish traveling,NA
1,8:46,Car 287 arrives at charger 49,3
1,8:47,Car 83 starts traveling,NA
1,8:47,Car 141 starts traveling,NA
1,8:47,Car 246 arrives at charger 50,2
1,8:47,Car 354 arrives at charger 71,2
1,8:47,Car 369 departs at charger 74,3
1,8:47,Car 395 departs at charger 78,1
1,8:48,Car 135 finish traveling,NA
1,8:48,Car 217 arrives at charger 78,1
1,8:48,Car 325 starts traveling,NA
1,8:48,Car 395 finish traveling,NA
1,8:48,Car 268 departs at charger 58,5
1,8:48,Car 328 departs at charger 75,2
1,8:49,Car 132 arrives at charger 12,1
1,8:49,Car 250 starts traveling,NA
1,8:49,Car 262 starts traveling,NA
1,8:49,Car 137 departs at charger 6,1
1,8:49,Car 52 departs at charger 39,1
1,8:50,Car 15 finish traveling,NA
1,8:50,Car 39 arrives at charger 30,1
1,8:50,Car 92 starts traveling,NA
1,8:50,Car 111 arrives at charger 79,1
1,8:50,Car 131 arrives at charger 27,1
1,8:50,Car 137 finish traveling,NA
1,8:50,Car 207 starts traveling,NA
1,8:50,Car 244 starts traveling,NA
1,8:51,Car 221 arrives at charger 32,1
1,8:51,Car 336 starts traveling,NA
1,8:51,Car 346 starts traveling,NA
1,8:51,Car 366 starts traveling,NA
1,8:51,Car 369 finish traveling,NA
1,8:51,Car 307 departs at charger 67,5
1,8:52,Car 52 finish traveling,NA
1,8:52,Car 154 starts traveling,NA
1,8:52,Car 213 arrives at charger 39,1
1,8:52,Car 261 arrives at charger 57,2
1,8:52,Car 308 arrives at charger 76,2
1,8:52,Car 328 finish traveling,NA
1,8:52,Car 151 departs at charger 34,1
1,8:53,Car 203 starts traveling,NA
1,8:53,Car 268 finish traveling,NA
1,8:54,Car 151 finish traveling,NA
1,8:54,Car 238 starts traveling,NA
1,8:54,Car 307 finish traveling,NA
1,8:54,Car 390 starts traveling,NA
1,8:55,Car 252 arrives at charger 46,2
1,8:55,Car 263 starts traveling,NA
1,8:55,Car 361 arrives at charger 70,5
1,8:55,Car 390 arrives at charger 75,2
1,8:55,Car 166 departs at charger 56,1
1,8:55,Car 166 finish traveling,NA
1,8:56,Car 64 starts traveling,NA
1,8:56,Car 336 arrives at charger 77,2
1,8:56,Car 392 starts traveling,NA
1,8:56,Car 18 departs at charger 17,1
1,8:56,Car 189 departs at charger 24,1
1,8:56,Car 88 departs at charger 71,2
1,8:57,Car 64 arrives at charger 17,1
1,8:57,Car 83 arrives at charger 5,1
1,8:57,Car 88 finish traveling,NA
1,8:57,Car 101 starts traveling,NA
1,8:57,Car 109 starts traveling,NA
1,8:57,Car 266 starts traveling,NA
1,8:57,Car 296 arrives at charger 51,1
1,8:57,Car 314 arrives at charger 67,5
1,8:57,Car 325 arrives at charger 65,6
1,8:57,Car 356 starts traveling,NA
1,8:57,Car 153 departs at charger 15,1
1,8:58,Car 18 finish traveling,NA
1,8:58,Car 141 arrives at charger 6,1
1,8:58,Car 153 finish traveling,NA
1,8:58,Car 189 finish traveling,NA
1,8:58,Car 203 arrives at charger 56,1
1,8:58,Car 61 departs at charger 46,2
1,8:58,Car 118 departs at charger 72,1
1,8:59,Car 223 starts traveling,NA
1,8:59,Car 250 arrives at charger 52,4
1,8:59,Car 263 arrives at charger 58,5
1,8:59,Car 311 starts traveling,NA
1,8:59,Car 392 arrives at charger 77,3
1,9:00,Car 8 starts traveling,NA
1,9:00,Car 117 starts traveling,NA
1,9:00,Car 255 starts traveling,NA
1,9:00,Car 311 arrives at charger 66,6
1,9:00,Car 388 arrives at charger 80,1
1,9:01,Car 35 starts traveling,NA
1,9:01,Car 92 arrives at charger 15,1
1,9:01,Car 109 arrives at charger 24,1
1,9:01,Car 143 starts traveling,NA
1,9:01,Car 207 arrives at charger 10,1
1,9:01,Car 238 arrives at charger 34,1
1,9:01,Car 244 arrives at charger 48,2
1,9:01,Car 264 starts traveling,NA
1,9:02,Car 154 arrives at charger 72,1
1,9:02,Car 262 arrives at charger 53,2
1,9:03,Car 61 finish traveling,NA
1,9:03,Car 118 finish traveling,NA
1,9:03,Car 356 arrives at charger 63,3
1,9:04,Car 75 starts traveling,NA
1,9:05,Car 223 arrives at charger 22,2
1,9:05,Car 266 arrives at charger 47,2
1,9:05,Car 220 departs at charger 68,1
1,9:06,Car 85 starts traveling,NA
1,9:06,Car 220 finish traveling,NA
1,9:06,Car 284 starts traveling,NA
1,9:06,Car 318 starts traveling,NA
1,9:06,Car 365 starts traveling,NA
1,9:06,Car 366 arrives at charger 71,2
1,9:07,Car 6 starts traveling,NA
1,9:07,Car 75 arrives at charger 68,1
1,9:07,Car 275 starts traveling,NA
1,9:07,Car 332 starts traveling,NA
1,9:07,Car 6 arrives at charger 1,2
1,9:08,Car 73 starts traveling,NA
1,9:08,Car 74 starts traveling,NA
1,9:08,Car 346 arrives at charger 79,2
1,9:09,Car 8 arrives at charger 6,2
1,9:09,Car 117 arrives at charger 11,2
1,9:09,Car 143 arrives at charger 5,2
1,9:10,Car 35 arrives at charger 12,2
1,9:10,Car 101 arrives at charger 15,2
1,9:10,Car 365 arrives at charger 79,3
1,9:10,Car 41 departs at charger 18,1
1,9:10,Car 342 departs at charger 66,6
1,9:11,Car 85 arrives at charger 18,1
1,9:11,Car 184 starts traveling,NA
1,9:11,Car 224 starts traveling,NA
1,9:11,Car 387 starts traveling,NA
1,9:11,Car 87 departs at charger 21,1
1,9:11,Car 265 departs at charger 52,4
1,9:12,Car 68 starts traveling,NA
1,9:12,Car 240 starts traveling,NA
1,9:12,Car 255 arrives at charger 53,3
1,9:12,Car 264 arrives at charger 51,2
1,9:12,Car 288 starts traveling,NA
1,9:12,Car 305 starts traveling,NA
1,9:13,Car 41 finish traveling,NA
1,9:13,Car 68 arrives at charger 21,1
1,9:13,Car 240 arrives at charger 30,2
1,9:13,Car 342 finish traveling,NA
1,9:13,Car 193 departs at charger 29,1
1,9:13,Car 193 finish traveling,NA
1,9:14,Car 87 finish traveling,NA
1,9:14,Car 284 arrives at charger 51,3
1,9:14,Car 376 starts traveling,NA
1,9:15,Car 34 starts traveling,NA
1,9:15,Car 46 starts traveling,NA
1,9:15,Car 73 arrives at charger 29,1
1,9:15,Car 200 starts traveling,NA
1,9:15,Car 265 finish traveling,NA
1,9:15,Car 338 starts traveling,NA
1,9:15,Car 340 starts traveling,NA
1,9:15,Car 373 starts traveling,NA
1,9:15,Car 78 departs at charger 22,2
1,9:16,Car 74 arrives at charger 17,2
1,9:16,Car 89 starts traveling,NA
1,9:16,Car 212 starts traveling,NA
1,9:16,Car 318 arrives at charger 69,2
1,9:16,Car 110 departs at charger 23,1
1,9:16,Car 77 departs at charger 60,1
1,9:17,Car 110 finish traveling,NA
1,9:17,Car 147 starts traveling,NA
1,9:17,Car 156 starts traveling,NA
1,9:17,Car 180 starts traveling,NA
1,9:17,Car 387 arrives at charger 66,6
1,9:18,Car 77 finish traveling,NA
1,9:18,Car 200 arrives at charger 23,1
1,9:18,Car 271 starts traveling,NA
1,9:18,Car 376 arrives at charger 66,7
1,9:18,Car 16 departs at charger 11,2
1,9:18,Car 169 departs at charger 41,1
1,9:18,Car 157 departs at charger 42,1
1,9:19,Car 16 finish traveling,NA
1,9:19,Car 28 starts traveling,NA
1,9:19,Car 56 starts traveling,NA
1,9:19,Car 78 finish traveling,NA
1,9:19,Car 275 arrives at charger 50,3
1,9:19,Car 332 arrives at charger 78,2
1,9:20,Car 11 starts traveling,NA
1,9:20,Car 169 finish traveling,NA
1,9:21,Car 58 starts traveling,NA
1,9:21,Car 89 arrives at charger 41,1
1,9:22,Car 157 finish traveling,NA
1,9:22,Car 165 starts traveling,NA
1,9:22,Car 372 starts traveling,NA
1,9:22,Car 191 departs at charger 33,1
1,9:23,Car 179 departs at charger 1,2
1,9:23,Car 301 departs at charger 55,1
1,9:24,Car 11 arrives at charger 33,1
1,9:24,Car 58 arrives at charger 42,1
1,9:24,Car 156 arrives at charger 60,1
1,9:24,Car 288 arrives at charger 52,4
1,9:24,Car 370 starts traveling,NA
1,9:24,Car 347 departs at charger 64,1
1,9:25,Car 56 arrives at charger 64,1
1,9:25,Car 180 arrives at charger 55,1
1,9:25,Car 191 finish traveling,NA
1,9:25,Car 196 starts traveling,NA
1,9:25,Car 340 arrives at charger 62,11
1,9:25,Car 20 departs at charger 35,1
1,9:25,Car 292 departs at charger 47,2
1,9:25,Car 20 finish traveling,NA
1,9:26,Car 5 starts traveling,NA
1,9:26,Car 46 arrives at charger 35,1
1,9:26,Car 59 starts traveling,NA
1,9:26,Car 86 starts traveling,NA
1,9:26,Car 184 arrives at charger 1,2
1,9:26,Car 224 arrives at charger 11,2
1,9:26,Car 226 starts traveling,NA
1,9:26,Car 119 departs at charger 77,3
1,9:27,Car 174 starts traveling,NA
1,9:27,Car 179 finish traveling,NA
1,9:27,Car 188 starts traveling,NA
1,9:27,Car 212 arrives at charger 18,2
1,9:27,Car 305 arrives at charger 61,4
1,9:27,Car 347 finish traveling,NA
1,9:27,Car 370 arrives at charger 62,12
1,9:27,Car 373 arrives at charger 73,4
1,9:27,Car 158 departs at charger 51,3
1,9:28,Car 4 starts traveling,NA
1,9:28,Car 34 arrives at charger 32,2
1,9:28,Car 105 starts traveling,NA
1,9:28,Car 158 finish traveling,NA
1,9:28,Car 248 starts traveling,NA
1,9:28,Car 338 arrives at charger 62,13
1,9:28,Car 19 departs at charger 27,1
1,9:29,Car 119 finish traveling,NA
1,9:29,Car 165 arrives at charger 27,1
1,9:29,Car 301 finish traveling,NA
1,9:29,Car 145 departs at charger 12,2
1,9:29,Car 108 departs at charger 32,2
1,9:30,Car 19 finish traveling,NA
1,9:30,Car 28 arrives at charger 23,2
1,9:30,Car 228 starts traveling,NA
1,9:30,Car 341 starts traveling,NA
1,9:30,Car 104 departs at charger 5,2
1,9:30,Car 94 departs at charger 30,2
1,9:30,Car 104 finish traveling,NA
1,9:31,Car 105 arrives at charger 30,2
1,9:31,Car 253 starts traveling,NA
1,9:31,Car 292 finish traveling,NA
1,9:32,Car 94 finish traveling,NA
1,9:32,Car 145 finish traveling,NA
1,9:32,Car 147 arrives at charger 5,2
1,9:32,Car 174 arrives at charger 21,2
1,9:32,Car 231 starts traveling,NA
1,9:32,Car 283 starts traveling,NA
1,9:32,Car 337 starts traveling,NA
1,9:32,Car 334 departs at charger 74,2
1,9:33,Car 4 arrives at charger 12,2
1,9:33,Car 5 arrives at charger 32,2
1,9:33,Car 90 starts traveling,NA
1,9:33,Car 106 starts traveling,NA
1,9:33,Car 108 finish traveling,NA
1,9:33,Car 209 starts traveling,NA
1,9:33,Car 281 departs at charger 58,5
1,9:34,Car 29 departs at charger 6,2
1,9:34,Car 115 departs at charger 39,1
1,9:35,Car 59 arrives at charger 39,1
1,9:35,Car 93 starts traveling,NA
1,9:35,Car 102 starts traveling,NA
1,9:35,Car 226 arrives at charger 6,2
1,9:35,Car 281 finish traveling,NA
1,9:35,Car 283 arrives at charger 53,4
1,9:36,Car 106 arrives at charger 22,2
1,9:36,Car 271 arrives at charger 58,5
1,9:36,Car 372 arrives at charger 67,6
1,9:37,Car 86 arrives at charger 34,2
1,9:37,Car 331 starts traveling,NA
1,9:37,Car 79 departs at charger 34,2
1,9:38,Car 29 finish traveling,NA
1,9:38,Car 196 arrives at charger 34,2
1,9:38,Car 231 arrives at charger 39,2
1,9:38,Car 334 finish traveling,NA
1,9:38,Car 294 departs at charger 48,2
1,9:39,Car 9 starts traveling,NA
1,9:39,Car 115 finish traveling,NA
1,9:39,Car 188 arrives at charger 41,2
1,9:39,Car 253 arrives at charger 53,5
1,9:39,Car 294 finish traveling,NA
1,9:39,Car 331 arrives at charger 63,4
1,9:40,Car 98 starts traveling,NA
1,9:40,Car 149 starts traveling,NA
1,9:40,Car 209 arrives at charger 27,2
1,9:40,Car 113 departs at charger 56,1
1,9:41,Car 79 finish traveling,NA
1,9:41,Car 215 starts traveling,NA
1,9:41,Car 42 departs at charger 17,2
1,9:41,Car 3 departs at charger 71,2
1,9:41,Car 3 finish traveling,NA
1,9:42,Car 121 starts traveling,NA
1,9:42,Car 228 arrives at charger 56,1
1,9:42,Car 285 starts traveling,NA
1,9:42,Car 40 departs at charger 15,2
1,9:43,Car 40 finish traveling,NA
1,9:43,Car 90 arrives at charger 15,2
1,9:43,Car 93 arrives at charger 64,2
1,9:43,Car 337 arrives at charger 62,14
1,9:43,Car 341 arrives at charger 62,15
1,9:43,Car 160 departs at charger 46,1
1,9:43,Car 2 departs at charger 72,1
1,9:44,Car 9 arrives at charger 46,1
1,9:44,Car 248 arrives at charger 60,2
1,9:45,Car 2 finish traveling,NA
1,9:45,Car 42 finish traveling,NA
1,9:45,Car 160 finish traveling,NA
1,9:45,Car 344 starts traveling,NA
1,9:46,Car 102 arrives at charger 72,1
1,9:47,Car 54 starts traveling,NA
1,9:47,Car 113 finish traveling,NA
1,9:47,Car 182 starts traveling,NA
1,9:48,Car 215 arrives at charger 42,2
1,9:48,Car 242 starts traveling,NA
1,9:49,Car 98 arrives at charger 68,2
1,9:49,Car 170 starts traveling,NA
1,9:49,Car 202 starts traveling,NA
1,9:50,Car 14 starts traveling,NA
1,9:50,Car 50 starts traveling,NA
1,9:50,Car 55 starts traveling,NA
1,9:50,Car 96 starts traveling,NA
1,9:50,Car 345 starts traveling,NA
1,9:50,Car 227 departs at charger 68,2
1,9:51,Car 125 starts traveling,NA
1,9:51,Car 239 starts traveling,NA
1,9:51,Car 285 arrives at charger 61,5
1,9:51,Car 400 starts traveling,NA
1,9:52,Car 199 starts traveling,NA
1,9:52,Car 216 starts traveling,NA
1,9:52,Car 227 finish traveling,NA
1,9:52,Car 344 arrives at charger 62,16
1,9:52,Car 400 arrives at charger 74,2
1,9:53,Car 121 arrives at charger 17,2
1,9:53,Car 125 arrives at charger 56,2
1,9:53,Car 164 starts traveling,NA
1,9:53,Car 274 starts traveling,NA
1,9:53,Car 303 starts traveling,NA
1,9:53,Car 396 starts traveling,NA
1,9:54,Car 66 starts traveling,NA
1,9:54,Car 149 arrives at charger 68,2
1,9:55,Car 54 arrives at charger 46,2
1,9:55,Car 170 arrives at charger 55,2
1,9:55,Car 274 arrives at charger 56,3
1,9:55,Car 345 arrives at charger 80,2
1,9:55,Car 383 starts traveling,NA
1,9:55,Car 44 departs at charger 18,2
1,9:55,Car 312 departs at charger 66,7
1,9:56,Car 50 arrives at charger 18,2
1,9:56,Car 96 arrives at charger 71,2
1,9:56,Car 202 arrives at charger 72,2
1,9:56,Car 222 departs at charger 21,2
1,9:56,Car 257 departs at charger 52,4
1,9:57,Car 1 starts traveling,NA
1,9:57,Car 14 arrives at charger 21,2
1,9:57,Car 44 finish traveling,NA
1,9:57,Car 182 arrives at charger 47,2
1,9:57,Car 241 starts traveling,NA
1,9:57,Car 257 finish traveling,NA
1,9:57,Car 258 starts traveling,NA
1,9:58,Car 55 arrives at charger 1,3
1,9:58,Car 222 finish traveling,NA
1,9:58,Car 237 starts traveling,NA
1,9:59,Car 199 arrives at charger 11,3
1,9:59,Car 259 starts traveling,NA
1,9:59,Car 396 arrives at charger 78,3
1,10:00,Car 239 arrives at charger 5,3
1,10:00,Car 258 arrives at charger 61,6
1,10:00,Car 21 departs at charger 22,2
1,10:01,Car 216 arrives at charger 22,2
1,10:01,Car 312 finish traveling,NA
1,10:01,Car 173 departs at charger 23,2
1,10:01,Car 234 departs at charger 60,2
1,10:02,Car 21 finish traveling,NA
1,10:03,Car 66 arrives at charger 23,2
1,10:03,Car 242 arrives at charger 47,3
1,10:03,Car 218 departs at charger 11,3
1,10:03,Car 124 departs at charger 41,2
1,10:03,Car 205 departs at charger 42,2
1,10:04,Car 173 finish traveling,NA
1,10:04,Car 234 finish traveling,NA
1,10:05,Car 164 arrives at charger 41,2
1,10:05,Car 205 finish traveling,NA
1,10:05,Car 383 arrives at charger 68,3
1,10:06,Car 1 arrives at charger 42,2
1,10:06,Car 218 finish traveling,NA
1,10:06,Car 237 arrives at charger 60,2
1,10:07,Car 303 arrives at charger 45,3
1,10:08,Car 124 finish traveling,NA
1,10:08,Car 241 arrives at charger 59,3
1,10:08,Car 146 departs at charger 1,3
1,10:08,Car 130 departs at charger 19,1
1,10:08,Car 168 departs at charger 55,2
1,10:08,Car 130 finish traveling,NA
1,10:09,Car 69 departs at charger 64,2
1,10:09,Car 394 departs at charger 70,5
1,10:10,Car 168 finish traveling,NA
1,10:10,Car 394 finish traveling,NA
1,10:10,Car 67 departs at charger 47,3
1,10:11,Car 146 finish traveling,NA
1,10:11,Car 60 departs at charger 77,2
1,10:12,Car 69 finish traveling,NA
1,10:12,Car 296 departs at charger 51,2
1,10:13,Car 67 finish traveling,NA
1,10:13,Car 259 arrives at charger 56,4
1,10:13,Car 27 departs at charger 2,1
1,10:13,Car 131 departs at charger 27,2
1,10:14,Car 27 finish traveling,NA
1,10:14,Car 131 finish traveling,NA
1,10:14,Car 132 departs at charger 12,2
1,10:14,Car 221 departs at charger 32,2
1,10:15,Car 60 finish traveling,NA
1,10:15,Car 83 departs at charger 5,3
1,10:15,Car 39 departs at charger 30,2
1,10:16,Car 132 finish traveling,NA
1,10:17,Car 221 finish traveling,NA
1,10:17,Car 321 departs at charger 74,2
1,10:18,Car 39 finish traveling,NA
1,10:18,Car 296 finish traveling,NA
1,10:18,Car 249 departs at charger 58,5
1,10:19,Car 83 finish traveling,NA
1,10:19,Car 17 departs at charger 3,1
1,10:19,Car 141 departs at charger 6,2
1,10:19,Car 213 departs at charger 39,2
1,10:19,Car 17 finish traveling,NA
1,10:20,Car 141 finish traveling,NA
1,10:21,Car 213 finish traveling,NA
1,10:21,Car 70 departs at charger 59,3
1,10:22,Car 238 departs at charger 34,2
1,10:23,Car 249 finish traveling,NA
1,10:24,Car 70 finish traveling,NA
1,10:24,Car 321 finish traveling,NA
1,10:24,Car 399 departs at charger 62,16
1,10:24,Car 348 departs at charger 76,2
1,10:25,Car 238 finish traveling,NA
1,10:25,Car 399 finish traveling,NA
1,10:25,Car 203 departs at charger 56,4
1,10:26,Car 203 finish traveling,NA
1,10:26,Car 64 departs at charger 17,2
1,10:26,Car 354 departs at charger 71,2
1,10:26,Car 64 finish traveling,NA
1,10:27,Car 348 finish traveling,NA
1,10:27,Car 92 departs at charger 15,2
1,10:28,Car 252 departs at charger 46,2
1,10:28,Car 154 departs at charger 72,2
1,10:29,Car 233 departs at charger 4,1
1,10:29,Car 103 departs at charger 13,1
1,10:30,Car 92 finish traveling,NA
1,10:30,Car 233 finish traveling,NA
1,10:31,Car 103 finish traveling,NA
1,10:31,Car 354 finish traveling,NA
1,10:32,Car 154 finish traveling,NA
1,10:32,Car 65 departs at charger 7,1
1,10:33,Car 49 departs at charger 16,1
1,10:34,Car 65 finish traveling,NA
1,10:34,Car 252 finish traveling,NA
1,10:34,Car 23 departs at charger 20,1
1,10:34,Car 319 departs at charger 73,4
1,10:34,Car 23 finish traveling,NA
1,10:35,Car 319 finish traveling,NA
1,10:35,Car 260 departs at charger 54,1
1,10:35,Car 75 departs at charger 68,3
1,10:36,Car 49 finish traveling,NA
1,10:36,Car 75 finish traveling,NA
1,10:37,Car 206 departs at charger 8,1
1,10:37,Car 116 departs at charger 14,1
1,10:38,Car 206 finish traveling,NA
1,10:38,Car 32 departs at charger 63,4
1,10:39,Car 245 departs at charger 61,6
1,10:39,Car 245 finish traveling,NA
1,10:40,Car 32 finish traveling,NA
1,10:40,Car 116 finish traveling,NA
1,10:40,Car 85 departs at charger 18,2
1,10:40,Car 155 departs at charger 28,1
1,10:40,Car 386 departs at charger 66,6
1,10:41,Car 260 finish traveling,NA
1,10:41,Car 68 departs at charger 21,2
1,10:41,Car 282 departs at charger 52,3
1,10:42,Car 68 finish traveling,NA
1,10:42,Car 85 finish traveling,NA
1,10:42,Car 155 finish traveling,NA
1,10:42,Car 251 departs at charger 50,3
1,10:42,Car 208 departs at charger 80,2
1,10:43,Car 282 finish traveling,NA
1,10:43,Car 26 departs at charger 10,1
1,10:43,Car 26 finish traveling,NA
1,10:44,Car 10 departs at charger 79,3
1,10:45,Car 386 finish traveling,NA
1,10:45,Car 223 departs at charger 22,2
1,10:46,Car 10 finish traveling,NA
1,10:46,Car 223 finish traveling,NA
1,10:46,Car 251 finish traveling,NA
1,10:46,Car 200 departs at charger 23,2
1,10:46,Car 156 departs at charger 60,2
1,10:47,Car 156 finish traveling,NA
1,10:47,Car 208 finish traveling,NA
1,10:47,Car 80 departs at charger 78,3
1,10:48,Car 200 finish traveling,NA
1,10:48,Car 117 departs at charger 11,2
1,10:48,Car 89 departs at charger 41,2
1,10:48,Car 58 departs at charger 42,2
1,10:48,Car 306 departs at charger 75,2
1,10:48,Car 58 finish traveling,NA
1,10:48,Car 89 finish traveling,NA
1,10:48,Car 306 finish traveling,NA
1,10:49,Car 80 finish traveling,NA
1,10:50,Car 117 finish traveling,NA
1,10:51,Car 139 departs at charger 9,1
1,10:51,Car 304 departs at charger 53,5
1,10:51,Car 335 departs at charger 67,6
1,10:51,Car 304 finish traveling,NA
1,10:53,Car 6 departs at charger 1,2
1,10:53,Car 180 departs at charger 55,1
1,10:54,Car 6 finish traveling,NA
1,10:54,Car 139 finish traveling,NA
1,10:54,Car 56 departs at charger 64,1
1,10:54,Car 56 finish traveling,NA
1,10:55,Car 335 finish traveling,NA
1,10:55,Car 266 departs at charger 47,2
1,10:56,Car 38 departs at charger 24,1
1,10:56,Car 336 departs at charger 77,1
1,10:56,Car 38 finish traveling,NA
1,10:57,Car 180 finish traveling,NA
1,10:57,Car 264 departs at charger 51,1
1,10:58,Car 266 finish traveling,NA
1,10:58,Car 336 finish traveling,NA
1,10:58,Car 165 departs at charger 27,1
1,10:59,Car 35 departs at charger 12,1
1,10:59,Car 34 departs at charger 32,1
1,10:59,Car 35 finish traveling,NA
1,11:00,Car 143 departs at charger 5,2
1,11:00,Car 240 departs at charger 30,1
1,11:00,Car 240 finish traveling,NA
1,11:01,Car 143 finish traveling,NA
1,11:01,Car 165 finish traveling,NA
1,11:01,Car 264 finish traveling,NA
1,11:02,Car 34 finish traveling,NA
1,11:02,Car 398 departs at charger 74,1
1,11:03,Car 297 departs at charger 58,4
1,11:04,Car 8 departs at charger 6,1
1,11:04,Car 126 departs at charger 25,1
1,11:04,Car 59 departs at charger 39,1
1,11:04,Car 256 departs at charger 49,3
1,11:04,Car 8 finish traveling,NA
1,11:05,Car 256 finish traveling,NA
1,11:05,Car 398 finish traveling,NA
1,11:06,Car 126 finish traveling,NA
1,11:07,Car 86 departs at charger 34,1
1,11:07,Car 315 departs at charger 65,6
1,11:08,Car 59 finish traveling,NA
1,11:10,Car 297 finish traveling,NA
1,11:10,Car 201 departs at charger 26,1
1,11:10,Car 228 departs at charger 56,3
1,11:11,Car 74 departs at charger 17,1
1,11:11,Car 366 departs at charger 71,1
1,11:12,Car 86 finish traveling,NA
1,11:12,Car 315 finish traveling,NA
1,11:12,Car 101 departs at charger 15,1
1,11:13,Car 74 finish traveling,NA
1,11:13,Car 81 departs at charger 29,1
1,11:13,Car 9 departs at charger 46,1
1,11:13,Car 102 departs at charger 72,1
1,11:15,Car 201 finish traveling,NA
1,11:15,Car 228 finish traveling,NA
1,11:16,Car 9 finish traveling,NA
1,11:16,Car 101 finish traveling,NA
1,11:17,Car 366 finish traveling,NA
1,11:18,Car 81 finish traveling,NA
1,11:18,Car 102 finish traveling,NA
1,11:20,Car 138 departs at charger 31,1
1,11:20,Car 172 departs at charger 45,3
1,11:20,Car 98 departs at charger 68,2
1,11:20,Car 172 finish traveling,NA
1,11:21,Car 98 finish traveling,NA
1,11:21,Car 138 finish traveling,NA
1,11:22,Car 47 departs at charger 33,1
1,11:23,Car 350 departs at charger 69,2
1,11:25,Car 350 finish traveling,NA
1,11:25,Car 212 departs at charger 18,1
1,11:25,Car 22 departs at charger 35,1
1,11:25,Car 360 departs at charger 66,5
1,11:26,Car 174 departs at charger 21,1
1,11:26,Car 272 departs at charger 52,2
1,11:26,Car 174 finish traveling,NA
1,11:27,Car 22 finish traveling,NA
1,11:27,Car 197 departs at charger 36,1
1,11:28,Car 47 finish traveling,NA
1,11:28,Car 212 finish traveling,NA
1,11:29,Car 197 finish traveling,NA
1,11:29,Car 360 finish traveling,NA
1,11:30,Car 272 finish traveling,NA
1,11:30,Car 106 departs at charger 22,1
1,11:30,Car 127 departs at charger 37,1
1,11:31,Car 106 finish traveling,NA
1,11:31,Car 28 departs at charger 23,1
1,11:31,Car 248 departs at charger 60,1
1,11:32,Car 28 finish traveling,NA
1,11:33,Car 224 departs at charger 11,1
1,11:33,Car 31 departs at charger 38,1
1,11:33,Car 188 departs at charger 41,1
1,11:33,Car 215 departs at charger 42,1
1,11:35,Car 31 finish traveling,NA
1,11:35,Car 127 finish traveling,NA
1,11:35,Car 215 finish traveling,NA
1,11:35,Car 140 departs at charger 40,1
1,11:36,Car 224 finish traveling,NA
1,11:37,Car 188 finish traveling,NA
1,11:37,Car 248 finish traveling,NA
1,11:38,Car 184 departs at charger 1,1
1,11:38,Car 97 departs at charger 48,1
1,11:38,Car 170 departs at charger 55,0
1,11:39,Car 140 finish traveling,NA
1,11:39,Car 93 departs at charger 64,0
1,11:40,Car 93 finish traveling,NA
1,11:40,Car 97 finish traveling,NA
1,11:40,Car 170 finish traveling,NA
1,11:40,Car 184 finish traveling,NA
1,11:40,Car 182 departs at charger 47,1
1,11:41,Car 392 departs at charger 77,0
1,11:42,Car 392 finish traveling,NA
1,11:42,Car 284 departs at charger 51,0
1,11:43,Car 209 departs at charger 27,0
1,11:44,Car 209 finish traveling,NA
1,11:44,Car 4 departs at charger 12,0
1,11:44,Car 5 departs at charger 32,0
1,11:44,Car 5 finish traveling,NA
1,11:45,Car 182 finish traveling,NA
1,11:45,Car 284 finish traveling,NA
1,11:45,Car 147 departs at charger 5,1
1,11:45,Car 105 departs at charger 30,0
1,11:45,Car 105 finish traveling,NA
1,11:46,Car 4 finish traveling,NA
1,11:47,Car 400 departs at charger 74,0
1,11:47,Car 400 finish traveling,NA
1,11:48,Car 147 finish traveling,NA
1,11:48,Car 273 departs at charger 58,3
1,11:49,Car 226 departs at charger 6,0
1,11:49,Car 231 departs at charger 39,0
1,11:50,Car 231 finish traveling,NA
1,11:52,Car 226 finish traveling,NA
1,11:52,Car 196 departs at charger 34,0
1,11:53,Car 273 finish traveling,NA
1,11:53,Car 181 departs at charger 44,1
1,11:55,Car 125 departs at charger 56,2
1,11:56,Car 125 finish traveling,NA
1,11:56,Car 121 departs at charger 17,0
1,11:56,Car 96 departs at charger 71,0
1,11:57,Car 196 finish traveling,NA
1,11:57,Car 90 departs at charger 15,0
1,11:57,Car 219 departs at charger 43,1
1,11:58,Car 96 finish traveling,NA
1,11:58,Car 181 finish traveling,NA
1,11:58,Car 54 departs at charger 46,0
1,11:58,Car 202 departs at charger 72,0
